COSMIC_ID,model_id,SEEDING_DENSITY,GROWTH_RATE,DOUBLING_TIME,DAY4DAY1RATIO,tissue,cancer_type,model_type,growth_properties
1298169,SIDM00609,200,0.9069457420667519,55.57639170233605,2.614444339587135,Kidney,Kidney Carcinoma,Cell Line,Adherent
1298168,SIDM00611,400,0.5215010331462517,36.15128700053206,1.8501783175088375,Kidney,Kidney Carcinoma,Cell Line,Adherent
907279,SIDM00612,625,0.8615803863746837,66.0783964172471,2.5010448803493026,Central Nervous System,Low Grade Glioma,Cell Line,Unknown
907271,SIDM00613,325,0.6056191883868667,85.45914064107329,1.9129453859673675,Central Nervous System,Glioblastoma,Cell Line,Unknown
1240160,SIDM00614,325,0.8631673868794836,61.13892469916094,2.512289367142145,Liver,Hepatocellular Carcinoma,Cell Line,Adherent
1240159,SIDM00615,325,0.9778401113244274,51.982071444255666,2.7732910567181235,Liver,Hepatocellular Carcinoma,Cell Line,Adherent
1240158,SIDM00616,400,0.816480167111259,78.4380917879234,2.3641038435071624,Liver,Hepatocellular Carcinoma,Cell Line,Adherent
1240157,SIDM00617,100,0.8468927829402243,63.0939981102321,2.4814099522595257,Liver,Hepatocellular Carcinoma,Cell Line,Unknown
1240157,SIDM00617,150,0.8370157441563887,58.27478150331459,2.3546716050830407,Liver,Hepatocellular Carcinoma,Cell Line,Unknown
1298151,SIDM00618,900,0.30712836229272183,390.4934206659446,1.4416646020396888,Liver,Hepatocellular Carcinoma,Cell Line,Adherent
949166,SIDM00621,5e3,0.2088131601976261,-25.180660774669157,1.356820366289561,Bone,Ewing's Sarcoma,Cell Line,Unknown
908149,SIDM00623,1e3,0.623235244639637,193.73690252816112,2.0695036468188475,Haematopoietic and Lymphoid,Other Blood Carcinomas,Cell Line,Suspension
908127,SIDM00625,625,1.2141691252549358,41.114195934228064,3.5003952291113443,Uterus,Other Solid Carcinomas,Cell Line,Adherent
687514,SIDM00627,625,0.5140073234292326,130.0334777092108,1.7702136497768441,Cervix,Cervical Carcinoma,Cell Line,Adherent
908123,SIDM00628,400,0.6539522083338574,144.6803216184595,2.051167563961171,Breast,Breast Carcinoma,Cell Line,Adherent
1240172,SIDM00629,400,0.7400266072007113,71.09709699704226,2.172753353281427,Breast,Breast Carcinoma,Cell Line,Adherent
924240,SIDM00630,300,0.8015255795424893,61.41055906665113,2.2539207821500993,Breast,Breast Carcinoma,Cell Line,Adherent
924240,SIDM00630,400,0.5091453145262429,125.82323674868739,1.7346736750730394,Breast,Breast Carcinoma,Cell Line,Adherent
1330941,SIDM00631,1250,0.012358101089290797,474.17463743425867,1.03786850191879,Breast,Breast Carcinoma,Cell Line,Adherent
753563,SIDM00632,100,1.9051061566191043,26.328721627025498,7.0580629187245245,Haematopoietic and Lymphoid,Non-Cancerous,Cell Line,Suspension
908120,SIDM00633,325,0.578430948627499,86.55475985902945,1.8149916429002975,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
908120,SIDM00633,625,0.4652532926811262,103.28920307339318,1.6418010793899735,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
908120,SIDM00633,1e3,0.2140337926418963,-21.149323998817458,1.3058380687981768,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
683665,SIDM00636,1250,0.7022406021736516,83.32069713418193,2.1388968046968007,Haematopoietic and Lymphoid,Non-Cancerous,Cell Line,Suspension
1240179,SIDM00638,325,0.8222614442781048,61.03644920729172,2.353362050963359,Cervix,Cervical Carcinoma,Cell Line,Adherent
908152,SIDM00640,150,1.0969760285847212,47.853694701459986,3.226048604531727,Lung,Mesothelioma,Cell Line,Adherent
908152,SIDM00640,900,0.5462118839917677,50.46496957811121,2.140051722285018,Lung,Mesothelioma,Cell Line,Adherent
908159,SIDM00641,500,1.0546817898695229,47.09199476654292,2.8857019123883174,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
908159,SIDM00641,625,1.1825639681866937,43.58848527017101,3.3779110316193375,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
688001,SIDM00642,1750,0.898536121804309,61.68711312539257,2.649932194472521,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
684681,SIDM00644,1250,0.24308247058453197,153.23598137181233,1.3150924252784455,Lung,Lung Adenocarcinoma,Cell Line,Adherent
724866,SIDM00645,625,0.6250296903323591,85.68929123662213,1.9414667848107445,Lung,Lung Adenocarcinoma,Cell Line,Suspension
1330964,SIDM00646,1500,0.6214993560484129,125.6054074641888,2.026924019844084,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
724831,SIDM00649,200,1.4911200002784866,34.05151557171283,4.68040281319345,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
908467,SIDM00651,400,1.1167632784954051,44.99322767888118,3.1592581617989826,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Suspension
687997,SIDM00653,2500,0.2402880815898036,663.6488965872253,1.3581203361498617,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
687995,SIDM00654,2500,0.027607780040002913,595.7479191960697,1.068255762479159,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
908441,SIDM00655,625,0.7341206822216914,66.33710528167467,2.1484011385007014,Testis,Other Solid Carcinomas,Cell Line,Adherent
908156,SIDM00657,500,1.4066033850274153,36.878211521815004,4.4250605942779835,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
1298347,SIDM00658,1250,0.1711461816589653,214.34747747838773,1.2786059954311577,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
949094,SIDM00659,200,0.8150741383317153,62.85510621666548,2.345036577710835,Central Nervous System,Glioblastoma,Cell Line,Adherent
907794,SIDM00660,350,1.450549782226378,35.8675297477773,4.619317227036329,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
1298141,SIDM00664,325,0.8614094053172521,87.85044107266235,2.628747067491968,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
1240151,SIDM00665,200,0.5279854815596129,182.78526616830962,1.7718191210975442,Stomach,Gastric Carcinoma,Cell Line,Adherent
1240149,SIDM00667,150,1.600169922075118,31.295379665744868,5.200792887790012,Soft Tissue,Other Solid Carcinomas,Cell Line,Adherent
1322218,SIDM00668,2e3,0.05286572552553918,528.769823585317,1.1011209644781046,Haematopoietic and Lymphoid,Non-Cancerous,Cell Line,Suspension
724869,SIDM00669,325,0.7057910502368956,69.8256599445116,2.089878489688158,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
1298136,SIDM00670,325,0.9729052602887733,64.06690728584366,2.8710044386776765,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
907056,SIDM00671,3e3,0.16644880329110615,39.99303323125861,1.2560533716924545,Haematopoietic and Lymphoid,T-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1240147,SIDM00672,200,0.402233854419749,121.08946369859207,1.5100556227010264,Liver,Hepatocellular Carcinoma,Cell Line,Adherent
907048,SIDM00673,1e3,0.2746616336248185,-764.0257038643904,1.3503558438802283,Breast,Breast Carcinoma,Cell Line,Adherent
749717,SIDM00675,625,0.19727411231917755,254.8752540334256,1.2408802489877615,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
907065,SIDM00676,200,0.6893916803192403,72.30520430056673,2.0660410097579396,Bladder,Bladder Carcinoma,Cell Line,Adherent
907795,SIDM00677,300,1.275058160083136,38.89622697950219,3.7237399133419156,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907795,SIDM00677,625,1.1334891129240483,44.66922339598959,3.2331835306173806,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907066,SIDM00678,1e3,0.3136679212552416,193.16064888534189,1.4080448384735418,Bladder,Bladder Carcinoma,Cell Line,Adherent
907068,SIDM00679,1250,0.2974622382129635,47.318550326357155,1.4269435153444352,Cervix,Cervical Carcinoma,Cell Line,Adherent
998189,SIDM00680,150,1.3424111154640204,37.912362189409855,4.038827065585032,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
917486,SIDM00681,400,1.11331296053161,45.80559131531122,3.2035192745273564,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907788,SIDM00683,400,1.2792496285062254,41.8671537360461,4.038309024102227,Prostate,Prostate Carcinoma,Cell Line,Semi-Adherent
1240169,SIDM00684,625,0.5289374175513054,67.70514598953288,1.812062389737863,Central Nervous System,Glioblastoma,Cell Line,Adherent
1240168,SIDM00685,300,1.269764750068178,40.00307959001617,3.751392191781056,Central Nervous System,Glioblastoma,Cell Line,Adherent
924187,SIDM00686,300,0.5821578261664251,96.677357638904,1.8779399460474475,Endometrium,Endometrial Carcinoma,Cell Line,Adherent
907276,SIDM00687,400,0.9735119060320063,50.17471672952931,2.7037948282293227,Stomach,Gastric Carcinoma,Cell Line,Semi-Adherent
907276,SIDM00687,625,0.7710522806541342,65.95550622686264,2.226525856927445,Stomach,Gastric Carcinoma,Cell Line,Semi-Adherent
1327769,SIDM00688,325,1.4151563610640634,34.942535671967576,4.178630468772413,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1327769,SIDM00688,625,1.360910814938509,37.692037568238796,4.080887493098132,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
753566,SIDM00693,325,0.4416455244102743,128.27287961844843,1.6323507847230871,Bladder,Bladder Carcinoma,Cell Line,Adherent
753566,SIDM00693,1e3,-0.09811640234885927,-63.198852484287926,0.9373328464532256,Bladder,Bladder Carcinoma,Cell Line,Adherent
907067,SIDM00695,325,0.6196114091724021,87.11483282961532,1.944830849597797,Skin,Melanoma,Cell Line,Adherent
688014,SIDM00699,3e3,0.18852993295879317,-1851.986201312741,1.2586501768264169,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
722046,SIDM00702,150,1.4792599132932625,33.80562524545137,4.569262636413853,Lung,Lung Adenocarcinoma,Cell Line,Adherent
1240189,SIDM00704,1e3,0.8524439655241919,62.73142697078761,2.4687241140463687,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
688013,SIDM00706,2500,0.5953722303369875,132.57493645800932,1.9140794623725037,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
724834,SIDM00708,500,0.7042809801999218,39.97885094768878,2.166648253531637,Lung,Lung Adenocarcinoma,Cell Line,Adherent
687812,SIDM00709,300,0.6506725042783542,86.2190696619749,2.0125498276087557,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
1330973,SIDM00711,325,0.3981801931704044,128.37159444075655,1.5317926621796853,Lung,Squamous Cell Lung Carcinoma,Cell Line,Adherent
688058,SIDM00713,300,0.6422856315053044,1082.1401367713888,2.09438131614915,Lung,Mesothelioma,Cell Line,Adherent
687815,SIDM00716,400,0.8868430706032986,57.27953228505261,2.4969378453384534,Lung,Squamous Cell Lung Carcinoma,Cell Line,Adherent
908465,SIDM00718,325,0.6196408709362837,-147.65417769037487,2.0564302167683683,Lung,Lung Adenocarcinoma,Cell Line,Adherent
908470,SIDM00720,325,0.6763302117682053,75.88781872100716,2.0351991882913563,Lung,Mesothelioma,Cell Line,Adherent
924241,SIDM00721,1500,0.12959779866255186,335.51003978573743,1.160381053874455,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
908462,SIDM00722,200,0.9308675527260908,57.10079044393138,2.688365505910514,Lung,Mesothelioma,Cell Line,Adherent
687821,SIDM00724,1250,0.5167476810925081,100.81358608555993,1.7255535836656617,Lung,Lung Adenocarcinoma,Cell Line,Semi-Adherent
687820,SIDM00726,900,0.07937249393370564,752.7689543659633,1.1084583724963244,Lung,Lung Adenocarcinoma,Cell Line,Adherent
687819,SIDM00727,625,0.28814775225518513,53.731057613540834,1.4490728110889959,Lung,Lung Adenocarcinoma,Cell Line,Adherent
687816,SIDM00729,325,0.7209157451702249,82.00831533501965,2.1891181128694273,Lung,Lung Adenocarcinoma,Cell Line,Adherent
688018,SIDM00730,1500,0.18946266966097117,252.01392681686585,1.2190003131261575,Lung,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
946368,SIDM00732,325,1.026569793265549,55.37891759977097,3.0166373558751056,Central Nervous System,Glioblastoma,Cell Line,Unknown
688011,SIDM00735,1250,0.4720877886297517,101.32839800458116,1.6527811285813425,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
908475,SIDM00738,325,0.7828256234246811,72.85110827041416,2.2951454684876222,Lung,Lung Adenocarcinoma,Cell Line,Semi-Adherent
908474,SIDM00740,325,0.963740699688217,52.057020572300615,2.708800987001973,Lung,Squamous Cell Lung Carcinoma,Cell Line,Adherent
908474,SIDM00740,625,0.6058703244460013,78.8046892469197,1.883807063506877,Lung,Squamous Cell Lung Carcinoma,Cell Line,Adherent
688006,SIDM00741,2500,0.6285263985212718,38.67852527002446,2.0179541779239645,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
687802,SIDM00742,625,0.4715441587522785,116.28989923870243,1.6766210790643095,Lung,Lung Adenocarcinoma,Cell Line,Adherent
908473,SIDM00743,625,0.44106878521820553,183.83159232798727,1.6407482002672322,Lung,Lung Adenocarcinoma,Cell Line,Semi-Adherent
910900,SIDM00744,325,0.7946606350878906,63.89066581028102,2.2847949591948606,Lung,Lung Adenocarcinoma,Cell Line,Adherent
687800,SIDM00745,625,0.5502261858764823,136.78245824460708,1.8477975652524474,Lung,Lung Adenocarcinoma,Cell Line,Adherent
687799,SIDM00746,400,0.23850473900626876,143.23601681582213,1.3183140122258865,Lung,Lung Adenocarcinoma,Cell Line,Adherent
687798,SIDM00747,900,0.2735756274366059,66.90743245899273,1.4123544434324466,Lung,Lung Adenocarcinoma,Cell Line,Semi-Adherent
908471,SIDM00748,625,0.976796123179453,54.23695400205622,2.777449353368211,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
908472,SIDM00749,625,0.24204555707422643,41.301285670866775,1.3552906018053734,Lung,Lung Adenocarcinoma,Cell Line,Adherent
1298348,SIDM00750,1e3,0.32255686151697777,157.25424730633137,1.4490176342556031,Lung,Lung Adenocarcinoma,Cell Line,Adherent
753600,SIDM00751,500,0.42438328530485736,88.84679748652991,1.6423557559903839,Lung,Lung Adenocarcinoma,Cell Line,Adherent
753600,SIDM00751,625,0.3842331301329557,143.50336480857993,1.54981641950054,Lung,Lung Adenocarcinoma,Cell Line,Adherent
1240187,SIDM00753,200,1.4131673318001903,35.091697083288324,4.24856009848448,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
1298350,SIDM00754,625,0.44314667014065573,152.77022853717082,1.6376785857773883,Lung,Lung Adenocarcinoma,Cell Line,Adherent
908463,SIDM00755,325,0.6790815109381003,71.69223533038362,2.018038726150354,Lung,Lung Adenocarcinoma,Cell Line,Adherent
724873,SIDM00756,325,1.00977473759439,48.22743495576931,2.8188468297525793,Lung,Lung Adenocarcinoma,Cell Line,Adherent
908476,SIDM00758,200,0.7321520345759276,75.06255033201784,2.1986416998393357,Lung,Lung Adenocarcinoma,Cell Line,Adherent
924244,SIDM00759,250,0.947863569088996,53.33710201476884,2.689938666290992,Lung,Lung Adenocarcinoma,Cell Line,Adherent
688010,SIDM00760,5e3,-0.13396272603523116,249.8799080461046,0.8995919121317881,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
1240186,SIDM00761,1250,0.0618800018768555,495.2131800494328,1.1291840552677852,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
1240185,SIDM00762,400,0.9187499745862114,63.5145071079982,2.6443900154805116,Lung,Lung Adenocarcinoma,Cell Line,Adherent
1240184,SIDM00763,250,0.846697142093922,62.024266870606354,2.4093684532642605,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
1330972,SIDM00766,1500,0.14787224561391138,-129.85926518699625,1.2635336764960545,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
1240183,SIDM00768,900,0.13700245725709395,466.8366954792493,1.1854186732211702,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
687807,SIDM00769,625,0.4524189396057974,385.102179779167,1.6650342568166343,Lung,Lung Adenocarcinoma,Cell Line,Adherent
724868,SIDM00771,300,1.268326403804628,39.15457445313873,3.6350449001914877,Lung,Lung Adenocarcinoma,Cell Line,Adherent
749716,SIDM00772,2e3,-0.030008407209606264,-17.563377251864598,1.0181185173965752,Breast,Breast Carcinoma,Cell Line,Suspension
749715,SIDM00774,625,0.3224371500741656,148.07592148362397,1.4574964421988936,Breast,Breast Carcinoma,Cell Line,Suspension
907792,SIDM00776,250,0.8381367263051184,61.06332512781505,2.464093114563048,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
908442,SIDM00777,325,1.1227912836249485,43.7259807369886,3.142091101436085,Large Intestine,Colorectal Carcinoma,Cell Line,Suspension
908457,SIDM00778,625,0.7524897712611289,70.91034495615368,2.2152429816609462,Large Intestine,Colorectal Carcinoma,Cell Line,Semi-Adherent
908458,SIDM00779,900,0.665076086662922,76.19129696371476,2.0348456805678645,Large Intestine,Colorectal Carcinoma,Cell Line,Suspension
909740,SIDM00781,300,0.5939202126532026,80.06282077523234,1.8651527932047107,Large Intestine,Colorectal Carcinoma,Cell Line,Semi-Adherent
909740,SIDM00781,500,0.6986716301345702,84.73720878859147,2.105100623758172,Large Intestine,Colorectal Carcinoma,Cell Line,Semi-Adherent
909761,SIDM00782,625,1.0133656275459428,61.57805997899048,2.9098928747567916,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
905936,SIDM00783,125,1.6337921187023579,30.722894075970707,5.446813357230367,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907278,SIDM00785,2500,0.39738014292760165,125.27578735936338,1.5262335536567424,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
905937,SIDM00789,150,1.8736373976736478,27.121533660055768,6.974736526910302,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
905940,SIDM00791,625,0.9722707828269671,62.49709315888887,2.8925726058378776,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,Cell Line,Suspension
1298349,SIDM00792,1250,0.4222448764519762,230.82323473133303,1.5909963264237594,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
906847,SIDM00793,625,1.0333596661726994,77.76300637701047,3.0034528754113032,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
906793,SIDM00795,150,1.4670548359195594,34.79880914175183,4.616821280358933,Skin,Melanoma,Cell Line,Adherent
906794,SIDM00796,300,0.9532941286955461,51.88797913729072,2.6695138955421567,Head and Neck,Head and Neck Carcinoma,Cell Line,Adherent
906792,SIDM00797,150,0.8907513484015435,232.3092602774801,3.019466915456801,Skin,Melanoma,Cell Line,Adherent
910784,SIDM00798,1e3,0.6408916333422534,79.02283760946086,1.9767204578676767,Soft Tissue,Rhabdomyosarcoma,Cell Line,Adherent
687563,SIDM00799,150,1.2886123856188927,40.126195017857356,3.972060180355491,Central Nervous System,Glioblastoma,Cell Line,Adherent
910921,SIDM00801,150,1.0489115337072632,48.86189768437436,2.9757522637634537,Skin,Melanoma,Cell Line,Adherent
910922,SIDM00803,325,1.2136709619474602,42.21421396232594,3.5488087808057127,Kidney,Kidney Carcinoma,Cell Line,Adherent
907060,SIDM00806,300,1.0227260851905744,48.99997413978091,2.882702526987401,Bone,Osteosarcoma,Cell Line,Adherent
687452,SIDM00807,625,0.8562397073519821,69.50072071868959,2.5709571187242357,Bladder,Bladder Carcinoma,Cell Line,Adherent
907268,SIDM00808,325,1.9887815314778834,25.38964218972322,7.60442997567107,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
909747,SIDM00812,625,0.46941552554698246,181.622221560721,1.6968168086023678,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
909701,SIDM00813,1e3,0.5367381932081401,101.83380353029986,1.7785495764463826,Haematopoietic and Lymphoid,Non-Cancerous,Cell Line,Suspension
909744,SIDM00814,200,0.7800093609459693,71.27825667541495,2.301892500937213,Adrenal Gland,Other Solid Carcinomas,Cell Line,Adherent
1524416,SIDM00817,325,0.7203178536013597,74.3668038893516,2.1733862020395707,Kidney,Kidney Carcinoma,Cell Line,Adherent
905961,SIDM00826,700,1.0317511627818758,50.07257849518412,2.943078744253458,Large Intestine,Colorectal Carcinoma,Cell Line,Semi-Adherent
907064,SIDM00828,625,0.655900865388295,82.16691685829703,2.0254267861597013,Soft Tissue,Other Solid Carcinomas,Cell Line,Adherent
905938,SIDM00829,2e3,0.8931238347406482,55.57643504534726,2.454642813004925,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
905938,SIDM00829,2500,0.3739437173206749,136.57532017013625,1.480435255562363,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
906837,SIDM00831,150,1.3458984326469163,38.81670082879114,4.132694279275972,Head and Neck,Head and Neck Carcinoma,Cell Line,Adherent
909757,SIDM00832,200,1.0971819504753118,45.15902420597037,3.064360105870904,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
909755,SIDM00833,625,0.6473671972205283,83.36554411925215,2.029598759947496,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
909748,SIDM00834,400,1.0030435145243712,85.06465454524154,2.889903932320415,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
909746,SIDM00835,625,0.5142781561667217,144.93769064812923,1.7281536711221819,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
910908,SIDM00836,625,0.5937026238635479,81.83504742202884,1.850428917428052,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
909751,SIDM00837,250,1.3522129348692273,39.801585938586555,4.130057283282888,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
909751,SIDM00837,500,0.34663761976872215,139.71135049142546,1.429339124272494,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907790,SIDM00839,125,1.2529303235680418,40.31540460061899,3.629700568798791,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907790,SIDM00839,300,1.081308569307037,45.246150517165894,3.0478270571336874,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
905962,SIDM00841,300,1.4995770481026474,32.77296642555518,4.585034694788383,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
905962,SIDM00841,350,1.6057552294180861,31.431855893850464,5.2375814960898275,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
910569,SIDM00842,625,1.2590130086760263,42.936683453123905,3.8488664635389522,Large Intestine,Colorectal Carcinoma,Cell Line,Semi-Adherent
909262,SIDM00844,400,1.4975143283872414,33.36265785421702,4.587765473047794,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
909262,SIDM00844,500,1.3530788906028504,36.103694376447486,3.984105213496497,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
906831,SIDM00845,1250,0.7793907364233303,86.63191988993333,2.376461035425429,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
1298134,SIDM00846,325,0.9155630016346914,56.47389345639783,2.613307485968758,Cervix,Cervical Carcinoma,Cell Line,Adherent
909264,SIDM00847,625,0.8727130055351383,60.40493822347968,2.517648771062234,Soft Tissue,Rhabdomyosarcoma,Cell Line,Adherent
684052,SIDM00848,625,1.294006373853644,38.86464627616414,3.786361023761831,Bone,Ewing's Sarcoma,Cell Line,Adherent
910920,SIDM00849,300,0.24540753435927223,-113.29295319611731,1.3415627719411758,Kidney,Kidney Carcinoma,Cell Line,Unknown
906790,SIDM00850,150,1.2710612707076214,39.119968275966755,3.667217504025954,Stomach,Gastric Carcinoma,Cell Line,Adherent
907042,SIDM00852,100,1.3423862247826015,36.64266385563463,3.9611493436024885,Central Nervous System,Low Grade Glioma,Cell Line,Adherent
906999,SIDM00853,625,0.6266536198036277,99.38908690595912,1.9705947508244834,Soft Tissue,Other Solid Carcinomas,Cell Line,Adherent
1303896,SIDM00854,1e3,1.2735018379135266,40.234866778517784,3.7483692895093776,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
907298,SIDM00855,325,1.0432906558633739,48.17876790957462,2.9756539031276024,Soft Tissue,Other Solid Carcinomas,Cell Line,Adherent
907299,SIDM00856,300,1.3081170973763998,43.866249455671344,3.9987289037228018,Kidney,Other Solid Carcinomas,Cell Line,Adherent
906865,SIDM00857,625,0.23821937097695284,153.8886690508192,1.3345045027237235,Skin,Melanoma,Cell Line,Adherent
1290807,SIDM00858,750,0.41961864348559896,151.0759754537367,1.6407944515502417,Bone,Osteosarcoma,Cell Line,Adherent
1297449,SIDM00859,1500,0.5234150413015021,116.09415303613841,1.7556558343383595,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
906863,SIDM00860,150,1.4325336832795634,34.69868913216864,4.336562513423902,Head and Neck,Head and Neck Carcinoma,Cell Line,Adherent
1240128,SIDM00861,300,1.194334105203768,47.1962510088131,3.561266223463829,Ovary,Ovarian Carcinoma,Cell Line,Adherent
906846,SIDM00863,300,0.9611885112982792,53.8499762440583,2.709565999753264,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Suspension
906843,SIDM00864,500,0.501714326605404,124.4323102417602,1.7162385807200784,Cervix,Cervical Carcinoma,Cell Line,Adherent
687983,SIDM00865,625,0.3611797764416117,144.87739235472822,1.4757463525337542,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
749710,SIDM00866,400,0.36819935495542544,400.6761991716775,1.5197774692507706,Breast,Breast Carcinoma,Cell Line,Adherent
906835,SIDM00867,625,0.41181268812984084,127.67328944934052,1.5585748475850436,Central Nervous System,Glioblastoma,Cell Line,Adherent
1290906,SIDM00870,1250,0.01959539954911285,-710.670945260248,1.0306971093424062,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
749709,SIDM00872,1e3,0.4063862698577169,107.80357930146731,1.5574649515373054,Breast,Breast Carcinoma,Cell Line,Adherent
749714,SIDM00874,400,0.5067703502184013,174.67025480109066,1.7283439901252915,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
907047,SIDM00875,325,1.0703583545042386,47.21426567205177,3.00137776446142,Breast,Breast Carcinoma,Cell Line,Adherent
749713,SIDM00877,1250,0.5047357819070266,136.98812724051427,1.7345787622351998,Breast,Breast Carcinoma,Cell Line,Suspension
907046,SIDM00878,325,0.408409645104467,128.4791559502338,1.5393572165826768,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
1303900,SIDM00879,1500,0.006287960807915739,-78.28925524880539,1.065568390919114,Breast,Breast Carcinoma,Cell Line,Adherent
1303900,SIDM00879,2e3,0.16908242981834337,263.7103478174573,1.2150555070389661,Breast,Breast Carcinoma,Cell Line,Adherent
1290905,SIDM00881,1250,0.22673170140454152,-42.798418267445484,1.3143954271367702,Breast,Breast Carcinoma,Cell Line,Adherent
907045,SIDM00882,400,0.20675659270956856,-39.93240392104521,1.293731887430802,Breast,Breast Carcinoma,Cell Line,Adherent
907045,SIDM00882,500,0.11102022446888157,372.59881257640205,1.1433264030512227,Breast,Breast Carcinoma,Cell Line,Adherent
749712,SIDM00884,800,0.3006968801878687,122.93508202675761,1.4192017323748627,Breast,Breast Carcinoma,Cell Line,Adherent
749711,SIDM00885,2500,-0.11798768731626937,-464.6525942715737,0.8981607127658665,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
749711,SIDM00885,3e3,-0.15810778078558832,121.6298968054362,0.9115945379242202,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
749711,SIDM00885,5e3,0.09134256592293943,440.34263868610753,1.1200079984232232,Breast,Breast Carcinoma,Cell Line,Semi-Adherent
906832,SIDM00886,625,1.1052109410014586,45.91230388624992,3.1345365887475864,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
