Gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
LHX5,-0.29228,-0.54129,-0.734,-0.06591,-0.44297,0.04036,-0.04544,-0.05522,-0.31736,0.12837
CIZ1,-0.22192,0.04737,0.38237,0.11437,-0.20123,-0.1893,-0.03638,-0.38934,-0.25357,-0.13409
ZNF703,-1.36555,0.07129,-0.16221,0.13115,-0.14779,0.16294,-0.03335,0.17985,-0.07406,-0.0185
CAPZB,14.67035,1.10192,-0.08235,0.04786,1.16215,0.27169,-0.37615,0.39241,0.02653,1.76379
CCDC106,0.67731,0.8962,0.41718,0.19089,0.44443,-0.15589,-0.27146,-0.15665,-0.06971,-0.35462
CES4A,-3.2918,0.60876,-0.05832,0.23675,-0.31551,-0.05889,0.25108,-0.17338,0.18,-0.22328
ERICH1,-3.62968,-0.11046,-0.11621,0.15833,0.16484,-0.2273,0.23223,-0.01815,0.1941,-0.00835
DBN1,-0.45541,-0.25,-0.31441,0.22429,0.18999,0.13675,0.00538,-0.02531,-0.04408,0.17998
RAC2,-1.13133,0.48818,0.04111,-0.42193,0.48259,0.06941,-0.25293,-0.36094,-0.35349,0.25347
FAM73A,-3.61462,0.55983,-0.05625,0.17374,0.21302,-0.03368,0.18592,-0.09342,-0.02459,-0.08846
ZSCAN23,-1.07013,-1.03822,0.67671,-0.33754,-0.64845,0.29021,0.23505,-0.09297,0.17477,-0.05489
GORASP2,-3.15892,-0.36758,0.096,0.03661,0.46845,-0.2139,0.43274,0.24652,0.20704,-0.17551
ATXN7L1,-1.75344,-0.24514,-0.15919,0.07914,0.07172,-0.25532,-0.23069,0.37297,-0.06206,0.05705
PPFIA3,-2.50237,0.01081,-0.59034,0.08295,-0.16279,0.01221,-0.00873,0.27988,0.00915,-0.02539
CCDC38,1.60203,-0.48844,0.86131,0.40026,-0.31438,-0.00618,-0.14127,-0.13382,-0.38406,0.60118
OXNAD1,-2.63625,-0.38982,0.35975,0.03536,0.12235,0.01746,-0.14487,0.15258,0.28894,0.05524
SERPINB12,-1.46789,-0.46008,0.05204,0.15345,-0.00562,0.0269,0.28982,0.10641,-0.02355,0.10675
MED23,1.26927,0.82332,0.36296,-1.12702,1.121,1.8903,0.85448,-1.41003,0.25242,0.86555
ATP2A3,-1.34637,-0.44639,-0.04812,0.2451,-0.54827,0.23135,0.09185,0.08906,-0.14695,-0.13645
HSPA2,-2.04805,-0.63444,-0.61211,-0.37403,0.24024,-0.02207,0.02504,-0.10631,-0.19364,-0.06618
CYHR1,0.44616,0.22168,-0.41889,0.13971,0.32452,-0.59366,0.13721,-0.23446,-0.22825,-0.04747
EXOC6B,-2.68907,0.1057,0.55979,0.3744,-0.50298,-0.23666,0.15042,0.17048,0.24398,-0.18337
LMTK2,-1.5562,0.57739,-0.6481,0.18797,-0.44624,0.26026,0.10881,0.1611,0.00496,-0.0026
PLD2,-2.93891,-0.32778,-0.22156,-0.15136,0.05123,-0.12903,0.09391,-0.2413,-0.18585,0.17215
ZDHHC3,-1.28444,-0.08622,-0.5529,0.01213,0.25236,-0.21247,0.13997,0.14882,-0.02301,-0.32887
GLS2,-4.19664,0.89974,0.02683,0.29622,0.79648,-0.17167,-0.04608,0.22806,0.05986,-0.12131
BAI1,-2.04873,0.00114,-0.28995,-0.24322,-0.23525,-0.21352,0.05321,-0.1039,-0.16181,-0.20413
ACKR2,-2.14156,-0.44641,0.34989,-0.15443,0.60645,-0.49508,-0.09158,-0.17928,-0.07943,-0.08838
IKZF2,-3.68274,-0.3195,0.85594,-0.35466,-0.04239,-0.01616,0.18889,0.13382,0.08673,-0.09652
SMIM5,-3.44635,0.218,-0.14544,0.24107,0.37135,-0.10884,-0.03867,-0.16813,0.11123,-0.17733
SECISBP2L,-2.85747,0.6334,0.17429,0.28741,-0.44531,0.01936,0.20752,0.16012,0.1595,-0.16511
CSNK1G3,-2.61265,-0.64115,0.58953,-0.29889,-0.22801,0.25898,0.03214,0.22062,-0.03042,-0.1243
C6orf25,-0.19734,-0.58562,0.45651,-0.13387,-0.97686,0.22412,-0.13567,-0.22399,-0.23888,0.17924
LPCAT1,-1.97441,0.01034,-0.16363,-0.09464,-0.04437,0.36836,0.17295,-0.16575,0.21096,-0.28086
C7orf60,-1.43619,-0.71541,0.33271,-0.19993,-0.23243,-0.09325,-0.21017,0.21424,-0.03517,-0.10045
C1orf94,-4.37477,-0.31563,0.40428,-0.19643,0.05365,-0.13291,-0.0752,-0.06255,0.06718,-0.10022
FADS3,-2.84158,-0.01558,-0.07143,0.13354,0.25509,-0.03096,0.18594,-0.23884,0.09571,-0.02882
DHX37,18.80843,2.07355,-0.53524,0.39319,-0.36352,0.48152,-0.96754,0.6944,0.19996,-0.1222
COA4,-2.40437,0.47685,-0.23217,-0.19127,0.03953,0.26694,0.17778,0.54549,-0.39178,-0.00953
BHMT2,-3.15466,0.79343,0.28762,0.23265,-0.3779,0.15201,-0.15374,-0.30183,-0.12303,0.32432
NIF3L1,-1.07128,0.45703,-0.8698,0.26936,0.30203,-0.20249,-0.17376,0.21324,-0.14364,0.05268
CRISPLD1,-3.16271,-0.60538,-0.44819,-0.37827,-0.37948,-0.1334,0.25641,-0.05237,-0.00014,-0.17367
DNAJC27,-3.36394,-0.84071,0.10005,-0.23575,-0.18819,0.02647,0.07379,0.281,0.13749,0.13098
CKB,-2.82959,-0.31476,-0.6898,0.03038,-0.14046,-0.06394,-0.05994,0.10273,0.17511,0.11808
KIF1A,-0.24301,0.14369,-0.2312,-0.01378,-0.54965,0.2198,-0.01098,-0.07747,0.09166,-0.00772
PLK3,-2.6693,-0.59996,-0.93908,0.13544,0.09531,0.19153,0.03085,0.18706,-0.01684,-0.01844
BTG2,-3.02162,0.56123,-0.38375,0.22375,0.27914,-0.29705,-0.32335,0.57075,0.2632,0.11351
BMPR2,-0.37491,-0.5595,0.15093,-0.12093,-0.09787,0.09799,0.13253,-0.1191,0.09712,-0.05626
TUFT1,-1.32798,-0.28627,-0.35196,-0.02077,-0.05384,0.17824,-0.18751,-0.0812,0.11464,0.08634
HLA-DRB5,-4.4732,-0.69462,0.33503,-0.0658,-0.37415,0.06397,0.54856,0.45613,0.54732,0.24173
SLC44A5,-1.33383,-1.01855,-0.54053,0.05226,0.9653,-0.38372,0.27706,0.28551,0.16745,-0.02325
SCG2,-1.10059,-0.26532,1.15294,0.15601,-0.09415,0.22193,-0.15615,0.06641,0.12797,0.17869
C6orf222,-0.98071,0.19239,0.20218,0.10265,-0.14477,-0.06004,0.23596,-0.05678,-0.10221,0.07899
TMEM63C,-1.59245,-0.25092,-0.66097,0.03812,-0.40512,0.00588,0.13413,-0.08599,-0.04064,0.22043
NME6,-0.34385,0.24416,0.24401,-0.47256,0.54505,-0.26842,-0.18178,0.95693,-0.2867,0.18234
IPO8,-2.48036,-0.28719,0.41672,-0.10503,-0.11226,-0.00521,-0.09364,0.0888,0.00946,-0.08337
FCHO1,-1.75483,0.31881,-0.04621,-0.20022,-0.11798,0.48505,0.13818,-0.15035,0.18948,-0.16718
OSM,-2.43237,0.36226,0.07088,0.1175,0.54343,-0.36229,-0.27503,0.12877,0.1235,-0.26914
KCNAB3,-1.91799,-1.12135,0.89994,-0.18684,-0.23248,0.03697,-0.18141,-0.17883,-0.21106,0.09373
ATXN7L2,-1.68421,-0.30784,0.52535,0.08813,-0.10447,-0.04302,-0.03317,-0.03431,-0.29157,-0.07599
UBE3B,-3.89855,-0.57326,1.59714,-0.69614,-0.1772,0.00012,-0.20764,-0.01297,0.01998,0.01698
TARS2,1.20551,3.08582,1.02466,-0.73297,0.49351,-0.02975,0.32219,1.7559,-0.77962,0.04252
TENM3,-2.06687,0.40935,-0.71339,0.2254,-0.09411,-0.02007,0.43531,0.01349,-0.02202,0.01226
TLR10,-3.74394,-0.27254,1.01437,0.31591,0.07723,-0.26515,0.06788,0.04994,0.21401,0.07674
FAM118B,-0.7998,-0.85609,0.04389,0.19611,-1.45698,0.20735,-0.19946,-0.7685,0.17095,0.02781
GZMM,-0.8546,-0.27356,0.79619,-0.325,-0.39281,0.14449,-0.06858,-0.09091,-0.0706,-0.17922
AADAC,-3.03266,-0.42429,1.09763,-0.1826,0.81341,-0.1283,-0.02179,0.03865,0.27181,-0.10645
RNPEP,-1.09592,0.21293,-0.26528,0.22786,0.15504,-0.13169,-0.44623,0.3148,0.21366,0.10328
CCNDBP1,-1.18075,-1.15898,0.98154,-0.47066,-0.11174,0.31179,-0.08954,-0.04894,-0.00049,0.18861
GLTPD2,-1.07152,-0.89613,0.16803,-0.15172,-0.56274,0.39207,0.18619,0.03589,0.22467,-0.16224
BRINP1,-3.32426,-0.20103,-0.7008,-0.01671,-0.03747,-0.02837,0.14963,-0.07521,-0.0017,0.08597
SGTA,-1.82004,-0.18343,0.73948,0.14732,-0.57665,-0.05339,0.17913,0.19646,0.03083,0.2348
CCND1,10.9877,0.45587,-1.63069,1.05411,-0.29009,-1.19378,-4.03368,1.57177,2.19156,-0.42836
AKNA,-0.41581,-0.01849,0.14202,0.24521,-0.56757,0.00969,-0.06614,-0.00127,0.00599,0.24309
CLEC6A,-2.10739,0.35735,-0.04148,0.12559,0.26147,-0.2379,-0.07823,-0.05798,-0.04453,-0.13044
TFIP11,13.25503,-0.90205,-0.27034,1.50562,-0.37872,-0.22825,0.23191,-0.22727,-0.57683,-0.83363
ZMIZ2,-2.14603,0.16377,-0.2146,0.23302,0.2882,0.00608,0.04816,-0.1529,-0.03213,0.01314
ORAOV1,21.81018,1.95667,0.55679,-1.25589,0.83529,-1.1667,-0.97093,0.41735,1.01916,-0.55563
C2orf43,-3.01781,-0.88209,0.78448,0.06729,0.40857,-0.15789,0.05458,0.33734,0.01322,0.10007
NCKAP1L,-2.31137,0.82273,0.53588,-0.05283,-0.21144,0.64911,0.59625,-0.54638,-0.12605,0.21072
NINL,-3.30051,-0.4537,-0.16059,-0.12813,-0.10656,0.36261,-0.13611,0.11849,0.12414,-0.043
RPS16,23.84626,-0.7505,-0.59527,-0.37855,0.16439,-0.46613,-0.49936,0.17457,0.72168,0.46837
NOD1,-1.00443,0.23074,-0.83131,-0.03573,0.1713,0.05399,-0.42553,-0.30737,-0.19234,0.06168
KLF13,-3.79186,-0.14863,-0.70275,0.17652,-0.38498,0.27954,0.24437,0.29846,0.02181,0.09854
DNALI1,-4.90385,-0.16839,-0.45933,0.02864,0.61179,-0.04233,-0.34635,0.27005,0.0963,-0.00628
GNG12,-2.69163,-0.56655,-0.0356,0.10111,0.6181,-0.34666,0.15243,0.13747,0.2732,-0.15012
VSX2,-2.16765,0.19769,-0.30437,0.1244,-0.0241,-0.00461,0.03124,-0.22286,-0.13755,-0.08059
KRT32,-1.86942,0.24153,-0.11462,-0.11925,0.20546,-0.3848,-0.04945,-0.05847,-0.41844,0.05924
HPDL,-2.82852,0.13455,-1.39958,0.11838,-0.04188,-0.24051,0.17649,-0.10479,0.1489,0.07147
AQP11,-2.73625,-0.23372,-0.48977,-0.20216,0.02931,-0.30855,0.0128,0.05393,0.03185,-0.22249
TRAPPC11,14.65339,0.41987,0.55111,0.8925,-0.88841,-1.01446,0.82164,-0.22918,0.00207,-0.86735
TCHHL1,-2.04275,0.49983,-0.22738,0.24388,0.51099,0.2095,-0.2106,-0.08876,-0.23012,0.24128
NMI,0.62535,-1.13301,1.52995,0.20439,0.06017,0.0782,0.04321,-0.01414,0.19973,0.00544
STK40,-2.32845,0.1021,-0.32974,0.37735,-0.20837,0.61782,-0.03052,-0.03742,0.53982,-0.21337
SOS2,-1.18342,0.11121,-0.66765,0.19628,-0.25228,-0.01307,0.17514,-0.0403,0.06145,-0.06593
PISD,12.19854,-3.10071,-1.29424,-2.20566,-0.30371,0.10727,0.49724,-0.24651,0.30027,-0.36582
IGSF21,-2.12948,-0.04324,-0.49295,-0.02459,-0.02751,-0.04292,-0.18145,0.0491,-0.15028,-0.18336
GOLGA6B,1.95788,0.34065,0.67945,0.22424,-0.25402,0.15268,-0.41158,0.31952,0.5741,0.16928
CAND1,2.94497,0.58163,0.07821,0.00262,-0.32915,0.14949,0.33189,0.047,0.1088,0.40975
F2,-0.29003,0.36966,-0.61558,0.24567,-0.05028,-0.21949,-0.54281,0.02929,-0.44745,0.2037
MTFMT,3.73449,-0.91856,-0.17858,-0.9093,-0.39063,0.28391,0.12479,0.80916,-0.51419,-0.2253
MRPS18A,5.06728,0.05337,-0.09967,-1.11892,0.40475,0.3464,0.05596,1.22051,-0.78481,-0.22189
AXIN1,-1.98299,-0.09775,-0.07272,-0.31666,0.47163,-0.1938,-0.02577,-0.00922,-0.41327,0.04513
OLFML3,-0.01264,1.46096,-0.04206,0.78351,0.42782,-0.28483,-0.62337,0.07273,-0.22945,0.34329
STRN4,-0.70395,0.37231,-0.56752,0.1384,-0.0841,-0.0912,0.13004,-0.12127,-0.12072,-0.20348
CRIM1,-3.87075,0.59772,-0.2352,0.03716,-0.37997,0.03034,0.11061,-0.12622,-0.1728,-0.12002
NCOA7,-1.70476,-0.52999,-1.18538,-0.30982,-0.00453,0.05664,0.11073,-0.16974,-0.00998,0.24671
INCENP,14.06371,0.64657,-1.284,1.05309,0.06045,0.46089,-0.54762,0.396,0.50654,-1.00524
EGR3,-2.3456,0.02668,0.31873,-0.14862,-0.08404,0.06271,-0.03556,0.08138,-0.05433,0.09922
C11orf24,-4.5141,-0.13812,0.40364,0.00424,-0.09755,-0.03879,0.18002,0.00179,0.27151,0.11332
PES1,15.46947,0.69993,-1.20403,-1.31772,-1.26784,-1.18725,-0.08754,-0.23363,0.05558,-0.28078
LBH,-1.85241,-0.05627,1.10588,-0.20567,-0.33946,0.07636,-0.24991,-0.32756,-0.16516,-0.13771
CDC40,8.5857,0.93411,0.58079,2.22509,-0.31052,0.41237,-0.23654,-0.10322,0.20304,-0.31492
HIST1H2AM,11.11652,-1.44664,-0.55844,0.32583,0.45758,0.75094,-0.53101,0.82711,-0.3414,0.31679
SLC39A13,-2.70962,0.16976,0.34753,0.25191,0.3135,-0.16641,-0.01985,0.31849,0.21631,0.09974
IARS2,8.4688,2.5025,0.59583,-0.79134,-0.60235,-0.15649,1.08341,0.55957,-0.40658,-0.69529
UBXN11,-2.74284,-0.05258,-0.37899,-0.1475,-0.00562,-0.189,0.32177,0.05927,-0.21248,0.00998
CAMKMT,-1.07995,0.19504,-0.36866,0.03279,-0.54364,-0.06086,0.18739,0.02964,-0.01222,0.03394
GSTM2,-0.83561,-0.02392,1.53882,0.09104,-0.65948,0.38713,-0.12988,-0.39181,0.05182,-0.23801
PDZD9,0.11149,-0.2699,1.48665,-0.19888,-1.39518,0.73577,0.08516,-0.60511,0.08582,0.0554
FBXW5,-1.83595,-0.3051,-0.4188,0.07259,-0.09145,0.20925,0.1353,0.01398,0.03406,-0.11123
PLXNA4,-2.07146,0.28621,-0.78532,0.27616,0.3154,-0.33268,-0.23467,-0.11107,0.01701,-0.22879
ZNF484,-1.13379,-1.17255,3.05325,-0.17055,-0.07326,0.23745,0.05859,-0.07247,0.112,-0.25768
HIST1H2BI,-3.76825,0.68645,-0.0765,0.27895,-0.33453,0.37668,0.41425,0.06628,0.3667,-0.28823
MED16,0.93194,0.3056,-0.5572,-0.63559,0.09649,0.70821,0.86694,-0.58245,0.21909,0.08657
TMEM44,1.31702,0.24704,-0.22548,0.06661,0.09916,-0.12496,-0.24393,-0.27326,-0.29604,-0.03035
STX1B,-2.52373,0.33046,0.36079,0.04394,0.18809,-0.07468,-0.17926,0.03842,-0.06675,-0.32659
TRMT1L,-0.82084,0.53791,0.30114,0.28904,0.16194,-0.04909,-0.45085,0.19755,-0.02821,0.05437
PPIP5K2,0.84545,0.86185,0.35288,0.41913,0.05692,-0.07012,-0.46827,-0.39677,-0.02162,0.22385
OGDH,5.95043,1.4395,-0.22324,-1.32112,1.71574,1.76736,1.14803,-0.55249,0.32551,0.45255
GNGT2,-3.40121,-0.56131,0.25965,-0.20169,0.14344,-0.32377,0.47979,0.06758,-0.05944,0.18456
TK1,-0.39866,-0.42105,-0.64493,-0.1683,-0.34132,0.10932,0.20535,0.05057,-0.13424,0.06479
RANGAP1,22.42909,-2.30046,-0.67185,-0.63169,0.37357,-0.49015,0.38897,-0.13159,-0.22226,0.18648
FSCB,-3.2521,0.11605,0.58948,0.17821,-0.09355,0.05405,-0.01139,0.01183,-0.06195,-0.20008
PGRMC2,0.36895,0.87803,-1.08891,0.33087,-0.00915,0.23976,0.3693,0.19039,-0.0114,0.00498
EIF3A,22.12995,0.82419,-0.312,1.53592,-0.74903,1.02364,-0.79601,0.7287,0.33683,0.46221
ASB10,-2.18156,0.74425,-0.38509,0.30258,-0.02004,-0.11221,0.1971,0.13991,0.18453,-0.07841
SHISA6,-2.42766,-0.11166,-1.19246,-0.00972,-0.73217,-0.15113,0.13148,-0.05605,0.02905,-0.16382
TRIM16L,1.03714,-0.71979,-0.45386,0.00432,0.19172,-0.15224,-0.43723,-0.11968,-0.143,0.04742
ACACB,-2.31376,-0.3294,0.26674,-0.11006,0.23077,-0.21997,-0.10304,0.07231,0.02023,0.07425
FASLG,-4.02822,0.98881,0.6111,0.14919,0.61007,0.13109,0.33154,-0.28326,-0.32671,0.01209
CNOT3,16.78064,-0.19535,-2.42386,1.7739,0.90207,-0.68259,1.30728,-0.94494,-0.96519,2.04733
MOG,-0.47044,0.13329,0.06465,-0.19353,-0.04396,-0.02587,-0.04685,-0.21916,-0.26617,-0.17181
LEFTY2,-3.88304,-0.22617,-0.29756,-0.25169,0.46106,0.26115,-0.20032,-0.44726,-0.11734,0.04178
OSBPL2,-0.55597,-0.58444,0.35026,-0.04484,0.49406,-0.11279,-0.29754,-0.06041,0.27359,0.19671
GPR12,-2.95944,0.10028,-0.70106,0.05421,0.20703,-0.13802,-0.14198,0.03514,0.07821,-0.05744
FBXO38,-2.73561,-0.24002,-0.19902,0.26763,0.71879,-0.13275,0.1093,0.24872,0.14356,-0.00741
RNF146,-3.08429,0.80667,-0.05614,-0.20977,0.82227,0.51266,-0.15241,0.24688,-0.51986,-0.25471
MAS1L,-3.11815,0.11671,-0.12533,-0.35586,-0.24492,0.10097,-0.09334,-0.28654,0.0091,-0.03706
GADL1,-2.88106,-0.89629,1.58006,0.00902,-0.22494,0.03091,-0.00246,-0.31562,-0.0984,-0.03383
EPHA3,-1.22376,0.16578,0.35134,0.30772,0.29049,-0.05578,-0.04764,-0.08751,-0.04932,0.18517
TP53INP2,-3.83981,0.35561,-0.92433,0.17187,-0.15465,0.12229,0.62751,0.27081,0.45871,0.05498
CCT4,17.72917,-0.1911,1.50603,-0.09391,1.63051,-0.20731,-0.93299,0.21839,0.20504,0.17622
SELL,-2.29776,-0.34127,0.30211,0.22121,0.38152,-0.27851,0.28026,-0.0574,0.28202,0.00555
CCNY,-2.23026,-0.34715,0.12545,-0.11119,-0.04062,-0.03113,-0.19362,0.13492,-0.24985,0.07241
MIER3,-1.48922,0.55296,0.10044,-0.25223,0.09945,0.04053,0.20005,-0.26849,-0.43246,0.14734
FAM217B,-0.90522,-0.80738,1.21906,-0.28938,0.14859,-0.14476,0.0929,0.09884,0.23073,-0.09049
NLGN1,-0.5608,-0.44091,-0.12725,-0.37057,-0.0295,0.05597,0.01318,0.06672,-0.1558,-0.22885
MTSS1,-1.677,0.14662,0.74527,0.16935,0.07351,0.06981,-0.21982,-0.03142,-0.15628,0.16901
GRAMD3,0.46648,-0.78305,0.78809,-0.4631,-0.94001,0.92535,-0.30402,-0.38653,0.01843,-0.18526
KPNA5,-1.89291,-0.81659,0.66114,-0.34329,0.46974,-0.1507,-0.0202,-0.11167,0.03406,0.05225
WDR49,-3.30153,0.05313,0.4312,-0.20344,-0.16206,0.06679,0.23316,0.09263,-0.05233,-0.10246
AOC2,-1.78087,-0.01146,0.33368,0.00133,-0.13575,-0.02658,-0.28724,-0.01182,0.0577,0.28783
DNAI2,-4.10123,0.05726,-0.44122,0.12928,0.36616,-0.3401,0.25792,0.03263,0.0447,0.0696
CCRN4L,-1.4194,0.86713,0.48154,0.15378,-0.11072,0.00531,-0.31057,-0.21559,-0.2089,-0.07619
ERBB2IP,-1.88763,0.13669,0.40807,-0.07343,-0.09895,-0.13851,-0.20776,-0.08284,-0.02519,0.35763
SHC3,1.93235,-1.0632,0.16372,0.04876,-0.77964,0.5693,-0.08297,-0.014,0.11231,-0.14473
OLAH,-2.09569,-0.15903,0.0832,0.18452,-0.08395,0.00706,0.04664,0.09297,0.29741,-0.11785
SUV39H2,2.57877,-0.79972,1.05691,0.2857,0.32972,-0.06496,0.33971,-0.09678,0.06844,-0.14045
RNF39,-2.25018,0.66951,-0.605,-0.00492,0.20185,0.02167,0.12199,0.13519,0.01607,-0.06655
NDRG3,-0.11634,-0.42671,-0.71234,-1.43366,-0.07337,0.88114,0.37279,-0.24898,0.1195,-0.46904
PDE2A,-3.50326,0.46589,0.45104,0.36693,-0.24395,0.18647,-0.14764,-0.13257,-0.11188,0.13709
ZNF367,-0.5993,0.7933,-0.05066,-0.14862,0.34518,-0.25907,-0.34739,-0.26092,-0.32606,0.00928
F2RL2,-5.01862,0.34182,-0.45604,0.28556,0.3572,-0.11718,-0.04103,0.2133,0.13311,-0.02379
CD2,-1.97286,-0.99046,-0.46022,-0.40215,-0.68336,0.06543,0.02749,-0.29345,-0.19504,-0.04421
LRP8,-1.40288,1.16793,-0.84,-1.2115,0.34019,1.31505,0.07311,-1.37492,0.34345,-0.4576
AGPAT3,-1.51331,0.17134,-0.78265,-0.04895,0.0592,0.09138,-0.03787,-0.42437,-0.13176,0.01789
ZNF454,-2.27622,-0.12129,0.27432,0.1647,0.17063,-0.10885,0.21964,0.08903,0.16747,-0.04404
ATP8B2,-0.9805,-0.4423,-0.82719,-0.15845,-0.19771,-0.0919,-0.05789,-0.11091,-0.39573,0.05727
ZNF146,-3.96702,-0.27091,0.4195,-0.35886,-0.97331,0.21728,0.25057,-0.05002,0.08338,-0.13233
IFNW1,1.21093,-0.15388,-0.6732,0.30475,0.51265,0.03616,-0.17779,-0.11736,-0.05877,-0.24492
ACTRT3,1.08142,-0.60241,-0.55059,-0.29886,0.04562,-0.26884,-0.13826,-0.07947,-0.36969,-0.12402
CDC42EP5,-0.41835,-0.42503,-1.13531,-0.01189,-0.48724,-0.01641,0.31168,0.22747,0.0537,0.15591
PDE6A,-3.12636,0.07111,-0.14728,-0.05781,-0.13238,-0.03524,0.14445,0.05371,0.00582,-0.17093
C12orf66,-2.46183,-1.15986,0.88493,-0.12856,0.21682,0.01113,-0.2902,-0.09132,0.03899,-0.06063
HCAR2,-5.36411,-0.50134,0.15998,0.01278,0.02193,-0.32247,0.13678,0.37979,0.59783,0.05132
C19orf44,-1.19817,-0.04502,-0.2038,0.26601,-0.12279,0.18579,-0.11086,0.08202,0.16648,0.1188
SLC5A5,0.5159,-0.6555,0.48244,-0.29455,-0.40799,0.09508,-0.16614,-0.19476,-0.1939,0.02812
TACC1,-0.0801,-0.22791,-0.41179,-0.15918,0.22931,-0.12987,-0.19236,-0.05425,-0.19023,0.0836
NAA30,3.40409,0.39331,-0.48579,-0.46163,0.79075,-0.10707,0.06119,0.33521,0.24186,-0.31584
ASIC4,-1.23164,0.29197,-0.57134,0.2006,-0.38902,0.01876,-0.06433,-0.05871,-0.04827,0.16174
PTK2,4.98015,1.09491,0.04532,1.41902,-2.14625,-1.35819,-0.94405,0.28612,0.78931,-0.02906
ZNF425,0.53665,0.47005,1.6491,0.01682,-0.29115,0.39262,-0.32051,-0.21057,-0.27081,0.01172
PDZRN3,-2.08403,-0.29019,-1.14453,0.59481,-0.45667,0.30656,0.63635,0.1156,0.26518,-0.09243
LY96,0.25033,-0.43612,0.4343,-0.16446,0.02674,0.37178,-0.23522,0.01901,-0.0716,-0.02671
TEKT2,-0.93572,0.62748,-0.14637,0.25842,-0.25974,-0.14602,-0.1517,-0.0163,-0.3659,0.05477
SOX10,0.7082,1.605,0.36296,0.20158,-0.14833,-0.30802,-0.45117,0.49011,0.1347,0.00805
PFKP,-1.47991,-0.13175,-1.33158,0.2247,0.27388,-0.19466,0.07829,0.16276,-0.04566,-0.30327
C10orf126,-2.99289,-0.15523,0.75093,0.01038,0.50058,-0.08345,-0.04989,0.03527,0.05052,0.03859
GOPC,-2.13655,-0.1883,0.77384,-0.31007,-0.09068,-0.12987,-0.0381,0.07556,0.12217,-0.16149
ZNF391,-7.84688,-0.05184,1.18426,0.16669,0.49398,-0.25843,0.08086,-0.11781,0.10064,-0.08325
TTC39C,-1.31888,-0.15486,-0.07573,0.13212,0.28695,-0.44922,0.01917,0.242,-0.14,0.31018
TNFRSF14,-3.79867,0.44847,-0.95347,-0.12837,0.33034,-0.38159,0.12404,-0.09047,-0.14179,-0.08373
CCDC96,-2.38255,-0.11552,0.69294,0.20118,0.29714,-0.0235,-0.13754,0.09686,0.11111,0.02891
SLC16A5,-0.16837,0.62894,0.16021,0.82415,-0.4674,0.55728,-0.29648,-0.43533,-0.19242,-0.22197
RNF11,2.57902,-0.9797,-0.31094,0.14197,0.50833,0.3317,-0.09544,0.04316,0.12331,-0.2896
CPLX2,-1.71646,-0.50337,0.1141,-0.22994,-0.16814,0.07512,-0.20463,-0.27365,-0.36189,0.01817
IPO4,-1.52174,0.21852,-0.65497,-0.4244,-0.29341,0.25693,0.07821,-0.06616,0.50204,-0.26095
VPREB1,-2.87224,-0.23554,0.16239,0.15855,0.35095,-0.25288,-0.10516,0.03238,-0.01625,0.09331
CDKL2,-2.04609,1.04701,0.01077,0.43688,0.03065,0.20566,0.08797,-0.05802,0.04325,0.108
BBS12,-1.3439,-0.2254,0.52232,0.02353,0.13791,0.14364,0.04953,0.13876,0.02322,-0.05039
RORB,-2.88755,0.01979,0.30626,0.41855,0.69917,-0.54014,-0.02399,0.11836,0.17397,0.00404
RCC1,23.38344,0.78753,-0.54792,-3.938,-0.51693,-1.97937,0.92697,0.61457,-0.33449,0.13413
APLP1,-0.22726,0.15068,0.27218,-0.02036,-0.26858,0.10332,-0.3417,0.00721,-0.02428,-0.26009
KCNK12,-0.59957,0.66314,-1.63555,0.16084,-0.04185,0.08406,0.03742,-0.32131,-0.42073,0.20601
SLC51B,-3.15918,0.57972,0.05158,0.46135,0.71246,-0.24652,-0.13761,0.12873,0.02145,0.02092
COMP,-1.29856,-0.52588,-1.50191,-0.12619,-1.03039,0.1056,0.40537,-0.00952,0.21335,0.48309
SHANK1,-1.98332,0.01895,-0.47698,-0.31878,0.15687,0.03822,0.20852,-0.13333,-0.03951,0.03252
SAPCD2,-2.22781,0.2378,-0.34106,0.03783,0.33864,-0.09969,0.07381,-0.26924,-0.13428,-0.14991
TNFSF10,-2.38231,0.48359,-0.19679,0.15602,-0.05958,-0.4101,0.27542,-0.00737,0.15606,0.01671
TBCEL,-1.4387,-0.3366,1.13354,0.27562,0.44879,-0.12625,-0.15028,0.04792,0.08219,0.00691
SUZ12,4.72193,2.07175,-0.0674,-1.36459,1.47431,1.9,-0.22982,-0.35594,-0.01878,-0.33517
BPIFB4,-0.54881,-0.22477,1.02526,0.15873,0.06648,0.09486,-0.21564,0.06365,-0.38816,-0.00881
MB,-1.10061,-0.24897,-0.17726,-0.39572,-0.32053,0.0082,-0.22199,-0.15211,-0.30556,0.08921
PDCL,3.31326,0.91501,-0.76113,0.59136,-0.6383,-0.94846,-0.22705,-0.35072,0.71255,-0.38105
NEB,-2.88243,0.10412,-0.44584,-0.07005,-0.33148,-0.00483,0.08072,-0.32659,-0.03776,-0.00013
PARK2,0.03837,-0.83061,-0.19063,0.05398,-0.25597,-0.08362,0.42115,0.2235,0.21122,-0.00557
MRGPRX2,-2.74715,-0.30018,-0.25946,-0.13872,-0.15384,-0.14109,0.03728,-0.01297,0.04086,-0.01257
